 Structure from AMCSD, AMS_ID: 11157            Feff8L (EXAFS)       0.1
 Mineral Name: Platinum
 Journal: Crystal Structures 1, pp. 7-83 (1963)
 Authors: Wyckoff R W G
 Title1:  Second edition. Interscience Publishers, New York, New York
 Title2:  Cubic closest packed, ccp, structure
 Formula:    Pt
 SpaceGroup: Fm-3m
 # sites:    1
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=78 Rmt= 1.463 Rnm= 1.499 L3 shell
 Pot 1 Z=78 Rmt= 1.477 Rnm= 1.515
 Gam_ch=5.171E+00 H-L exch
 Mu=-2.659E-01 kf=2.036E+00 Vint=-1.605E+01 Rs_int= 1.782
 PATH  Rmax= 7.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   23      icalc       2
 -----------------------------------------------------------------------
   4  96.000   6.5635    2.8630   -0.26592 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  78 Pt       absorbing atom
  0.700  1.1460E+01  5.8636E-02 -1.7543E+01  1.056E+00  6.3154E+00  2.1538E+00
  0.800  1.1447E+01  6.1585E-02 -1.8477E+01  1.058E+00  6.3907E+00  2.1869E+00
  0.900  1.1433E+01  6.3178E-02 -1.9370E+01  1.060E+00  6.4679E+00  2.2240E+00
  1.000  1.1417E+01  6.3554E-02 -2.0223E+01  1.062E+00  6.5446E+00  2.2649E+00
  1.100  1.1399E+01  6.2870E-02 -2.1039E+01  1.064E+00  6.6182E+00  2.3095E+00
  1.200  1.1379E+01  6.1280E-02 -2.1821E+01  1.066E+00  6.6864E+00  2.3576E+00
  1.300  1.1357E+01  5.8939E-02 -2.2572E+01  1.067E+00  6.7472E+00  2.4092E+00
  1.400  1.1333E+01  5.6008E-02 -2.3294E+01  1.069E+00  6.7991E+00  2.4642E+00
  1.500  1.1307E+01  5.2667E-02 -2.3994E+01  1.071E+00  6.8409E+00  2.5224E+00
  1.600  1.1279E+01  4.9157E-02 -2.4678E+01  1.073E+00  6.8725E+00  2.5840E+00
  1.700  1.1250E+01  4.5834E-02 -2.5354E+01  1.074E+00  6.8944E+00  2.6488E+00
  1.800  1.1218E+01  4.3239E-02 -2.6029E+01  1.076E+00  6.9081E+00  2.7168E+00
  1.900  1.1184E+01  4.2163E-02 -2.6704E+01  1.078E+00  6.9161E+00  2.7881E+00
  2.000  1.1148E+01  4.3494E-02 -2.7363E+01  1.080E+00  6.9222E+00  2.8628E+00
  2.200  1.1069E+01  5.5294E-02 -2.8509E+01  1.083E+00  6.9487E+00  3.0227E+00
  2.400  1.0957E+01  7.8275E-02 -2.9180E+01  1.064E+00  7.0521E+00  3.2091E+00
  2.600  1.0856E+01  1.2511E-01 -2.9828E+01  1.179E+00  5.1070E+00  3.3854E+00
  2.800  1.0848E+01  1.7666E-01 -3.0760E+01  1.218E+00  4.5840E+00  3.5188E+00
  3.000  1.0839E+01  2.2479E-01 -3.1575E+01  1.240E+00  4.3387E+00  3.6557E+00
  3.200  1.0816E+01  2.5599E-01 -3.2257E+01  1.246E+00  4.2378E+00  3.8014E+00
  3.400  1.0786E+01  2.6027E-01 -3.2870E+01  1.245E+00  4.2187E+00  3.9527E+00
  3.600  1.0749E+01  2.4408E-01 -3.3443E+01  1.240E+00  4.2519E+00  4.1092E+00
  3.800  1.0705E+01  2.0841E-01 -3.3989E+01  1.229E+00  4.3217E+00  4.2702E+00
  4.000  1.0655E+01  1.6852E-01 -3.4533E+01  1.219E+00  4.4189E+00  4.4353E+00
  4.200  1.0597E+01  1.2641E-01 -3.5083E+01  1.206E+00  4.5375E+00  4.6040E+00
  4.400  1.0534E+01  9.1015E-02 -3.5668E+01  1.192E+00  4.6734E+00  4.7760E+00
  4.600  1.0466E+01  6.4075E-02 -3.6319E+01  1.179E+00  4.8238E+00  4.9508E+00
  4.800  1.0394E+01  4.7465E-02 -3.7045E+01  1.165E+00  4.9866E+00  5.1281E+00
  5.000  1.0318E+01  3.9838E-02 -3.7790E+01  1.152E+00  5.1602E+00  5.3076E+00
  5.200  1.0240E+01  3.6192E-02 -3.8443E+01  1.139E+00  5.3432E+00  5.4891E+00
  5.400  1.0161E+01  3.3671E-02 -3.9003E+01  1.126E+00  5.5348E+00  5.6723E+00
  5.600  1.0080E+01  3.0177E-02 -3.9499E+01  1.115E+00  5.7341E+00  5.8570E+00
  5.800  9.9998E+00  2.6017E-02 -3.9969E+01  1.103E+00  5.9404E+00  6.0431E+00
  6.000  9.9192E+00  2.1825E-02 -4.0440E+01  1.092E+00  6.1532E+00  6.2304E+00
  6.500  9.7174E+00  1.3022E-02 -4.1646E+01  1.065E+00  6.7104E+00  6.7030E+00
  7.000  9.5139E+00  4.7818E-03 -4.3227E+01  1.039E+00  7.2996E+00  7.1808E+00
  7.500  9.3080E+00  1.2441E-02 -4.5639E+01  1.016E+00  7.9166E+00  7.6624E+00
  8.000  9.1019E+00  2.8045E-02 -4.6315E+01  9.961E-01  8.5583E+00  8.1471E+00
  8.500  8.8990E+00  4.2774E-02 -4.6753E+01  9.811E-01  9.2225E+00  8.6341E+00
  9.000  8.7004E+00  5.4351E-02 -4.7097E+01  9.691E-01  9.9071E+00  9.1231E+00
  9.500  8.5062E+00  6.2400E-02 -4.7389E+01  9.590E-01  1.0611E+01  9.6136E+00
 10.000  8.3169E+00  6.6839E-02 -4.7650E+01  9.509E-01  1.1332E+01  1.0105E+01
 11.000  7.9551E+00  6.6047E-02 -4.8107E+01  9.400E-01  1.2824E+01  1.1092E+01
 12.000  7.6147E+00  5.6878E-02 -4.8503E+01  9.333E-01  1.4374E+01  1.2081E+01
 13.000  7.2942E+00  4.2933E-02 -4.8849E+01  9.290E-01  1.5978E+01  1.3072E+01
 14.000  6.9931E+00  2.7308E-02 -4.9090E+01  9.270E-01  1.7632E+01  1.4065E+01
 15.000  6.7092E+00  1.6648E-02 -4.9064E+01  9.257E-01  1.9330E+01  1.5060E+01
 16.000  6.4424E+00  1.1299E-02 -4.8995E+01  9.251E-01  2.1070E+01  1.6055E+01
 17.000  6.1899E+00  6.6978E-03 -4.8689E+01  9.236E-01  2.2848E+01  1.7051E+01
 18.000  5.9504E+00  7.0293E-03 -4.8047E+01  9.221E-01  2.4663E+01  1.8047E+01
 19.000  5.7210E+00  1.0072E-02 -4.7969E+01  9.213E-01  2.6512E+01  1.9044E+01
 20.000  5.5025E+00  1.1654E-02 -4.8140E+01  9.212E-01  2.8393E+01  2.0041E+01
